Invoice No,Client,Job Name,Job Number,Invoice Amount (excl VAT),Date Inv. Issued
1606-22,George Leslie,Community Centre CSO,1523,780.0,2016-06-21
1606-23,AMCO,Lairthat Crane Outrigger Foundations,1526,964.0,2016-06-27
1606-24,AMCO,"CP5 WHL Culverts, Year 3",1357,48636.4,2016-06-28
1606-25,F.A.C.E.,Rent rooms 2 & 3,1494,2137.5,2017-06-29
1606-26,AMCO,Year 4 Culverts,1477,34641.5,2016-06-29
1606-27,AMCO,"Coatbridge Road, Glenboig",1528,1060.25,2016-06-29
1606-28,AMCO,UB 162/264 Cample Viaduct,1513,842.75,2016-06-29
1606-29,AMCO,UB 161/329 Lairthat ,1448,16985.85,2016-06-29
1606-30,AMCO,UB 161/248 Carronhill Viaduct,1512,2691.5,2016-06-30
1606-31,Taziker Industrial,Derrydarroch Temporary Works,1522,650.0,2016-06-30
1606-32,AMCO,C161/178K Lochside Culvert,1357K,10152.88,2016-06-30
1607-01,Morgan Sindall,EGIP Morgan Sindall Application 5,1346,32441.52,2016-08-11
1607-02,AMCO,UB 161/248 Carronhill Viaduct Temporary Works Design,1524,2532.0,2016-07-04
1607-03,AMCO,AMCO Minor Works MRN 5089 Kingpost Wall,1381V,1608.5,2016-07-06
1607-04,Taziker Industrial,UB 236/136 Gavington Street,1484,1621.98,2016-07-21
1607-05,Taziker Industrial,UB 162/051 River Ayr Viaduct,1485,1927.7,2016-07-21
1607-06,Taziker Industrial,UB 090/243 Letham Mill,1483,996.89,2016-07-21
1607-07,Taziker Industrial,UB 285/145 Muireston Road,1486,2355.27,2016-07-21
1607-08,Taziker Industrial,FB 030/295 Crawford FB,1487,1517.45,2016-07-21
1607-09,Taziker Industrial,UB 207/039 Ayr Mauchline,1480,1790.01,2016-07-21
1607-10,Taziker Industrial,UB 161/137 A758 Ayr Road,1481,1546.88,2016-07-21
1607-11,AMCO,UB 162/264 Cample Viaduct,1513,797.0,2016-07-07
1607-12,Story Contracting,Hamilton Central Station AFA,1531,1480.75,2016-07-07
1607-13,AMCO,UB 240/159 Station Road,1498,4942.25,2016-07-21
1607-14,Coiltie Hydro Ltd,Coiltie Hydro Scheme,1482,6138.0,2016-07-08
1607-15,JOS Civil Engineering,Tantallon Road,1525,2095.0,2016-07-12
1607-16,Geo-Rope,Royal Observatory,1504,500.0,2016-07-21
1607-17,AMCO,CREDIT NOTE Carronhill Viaduct (1606-30),1512,-2691.5,2016-07-14
1607-18,Geo-Structural,UB 161/248 Carronhill Viaduct Access Cradle System,1512,2691.5,2016-07-14
1607-19,Bam Nuttall,BP Trial Pit Shoring Temporary Works,1527,945.0,2016-07-15
1607-20,AMCO,Minor Works Airbles Retaining Wall ,1537,585.0,2016-07-21
1607-21,Albion Drilling,PS17 AWPR Soil Nailing Design and Check,1506,350.0,2016-07-21
1607-22,Bam Nuttall,OB 59 Temporary Pedestrian and Service Bridge Foundations,1532,2832.0,2016-07-21
1607-23,CPMS,Kilmarnock Station,1452,3007.38,2016-07-21
1607-24,AMCO,Croy Culvert Temporary Works,1515,595.35,2016-07-21
1607-25,CPMS,Falls of Cruachan Station Platform,1521,1744.5,2016-07-21
1607-26,AMCO,Year 4 Culverts,1477,19365.75,2016-07-21
1607-27,AMCO,UB 161/248 Carronhill Viaduct,1524,792.0,2016-07-21
1607-28,George Leslie,"Ferry Road, Renfrew",1533,750.0,2016-07-22
1607-29,Legge Steel,Glasgow Recycling Centre - Living Wall,1530,2500.0,2016-07-25
1607-30,Legge Steel,Grangemouth RLPG Platform ,1536,2200.0,2016-08-02
1608-01,AMCO,Dumbarton East Crane Outrigger Foundations,1548,1050.0,2016-08-04
1608-02,George Leslie,Glasgow Harbour Temporary Shoring,1538,700.0,2016-08-04
1608-03,Bam Nuttall,Benhar Road Temporary Works,1467,1836.25,2016-08-11
1608-04,AMCO,Lairthat Temporary Works ,1549,670.5,2016-08-10
1608-05,CPMS,Kilmarnock Station Roof Truss,1535,900.0,2016-08-12
1608-06,Bam Nuttall,OB 75 and OB 112 Abutment Stability,1453,804.0,2016-08-12
1608-07,AMCO,Easter Ballomill Road Temp Works,1459,1255.25,2016-08-12
1608-08,AMCO,Year 4 Culverts,1477,13825.0,2016-08-12
1608-09,AMCO,Maryhill Viaduct,1547,3463.5,2016-08-12
1608-10,CPMS,CREDIT NOTE against 1607-23,1452,-3007.38,2016-08-15
1608-11,CPR - Complete Paving Requirements,Kilmarnock Station Platform 4 Refurb,1452,3007.38,2016-08-15
1608-12,AMCO,Lochside Culvert,1516,1364.0,2016-08-17
1608-13,AMCO,Nursery Lane,1344,650.0,2016-08-18
1608-14,AMCO,St Vincent Crescent,1552,633.0,2016-08-22
1608-15,AMCO,UB 240/159 Station Road,1498,9190.08,2016-08-22
1608-16,AMCO,Easter Ballomill Rd,1459,2350.75,2016-09-01
1608-17,AMCO,T313-077 Leachabhudie,1492A,3266.25,2016-09-01
1608-18,AMCO,T313-107 Polnish Tunnel,1492C,3972.5,2016-09-01
1608-19,AMCO,T313-102 Lochailort Tunnel,1492B,5270.75,2016-09-01
1608-20,AMCO,T313-118 Beasdale Tunnel,1492E,3266.25,2016-09-01
1608-21,AMCO,T313-119 Beasdale Tunnel,1492F,5270.75,2016-09-01
1608-22,PBH OLE,Various maps and software,1553,25756.88,2016-11-10
1608-23,Geo-Rope,Nevis Range,1570,500.0,2016-09-02
1609-01,F.A.C.E.,Deposit and rent office 4,1494,750.0,2016-09-01
1609-02,Taziker Industrial,River Tyne Scaffold Foundation,1555,1473.0,2016-09-05
1609-03,AMCO,White Cart Viaduct Temp Works,1554,3432.25,2016-09-05
1609-04,JOS Civil Engineering,Tantallon Road - Base and Plug Design,1525,1300.0,2016-09-05
1609-05,CPMS,Hillington West Station,1413,14315.57,2016-09-08
1609-06,CPMS,Cupar Station,1501,11316.88,2016-09-08
1609-07,CPMS,Anderston Station,1456,11065.5,2016-09-08
1609-08,CPMS,Polmont Access Ramp,1412,9641.37,2016-09-08
1609-09,CPMS,Alexandra Parade Station,1411,6155.44,2016-09-08
1609-10,CPMS,Blairhill Station,1507,5175.25,2016-09-08
1609-11,Bam Nuttall,West Calder Working Station,1551,1875.0,2016-09-08
1609-12,Bam Nuttall,Tranche 3 Temporary Works,1539,5592.5,2016-09-09
1609-13,Geo-Rope,Loch Oich,1509,2640.25,2016-09-28
1609-14,Bam Nuttall,Leeds FAS Wailing frame and cofferdam stairway access,1574,1350.0,2016-09-21
1609-15,AMCO,UB 161/329 Lairthat,1448,3778.8,2016-09-28
1609-16,AMCO,CP5 UB161/232 Pyetscleauch,1377B,348.75,2016-09-27
1609-17,Costain,Costain Temporary Works,1443,5026.25,2016-09-28
1609-18,AMCO,UB 302/342 Georgemas Bank Creep,1377C,12798.39,2016-09-23
1609-19,AMCO,FB 090/209 Monifieth,1495,4706.62,2016-09-23
1609-20,AMCO,Minor Works Depot Safe Working Check,1529,637.0,2016-09-27
1609-21,Taziker Industrial,UB 207/039 Ayr Mauchline,1480,1288.6,2016-09-23
1609-22,Taziker Industrial,UB 090/243 Letham Mill,1483,1672.85,2016-09-23
1609-23,Taziker Industrial,UB 285/145 Muireston Road,1486,1896.9,2016-09-23
1609-24,Taziker Industrial,UB 236/136 Gavington Street,1484,2577.07,2016-09-23
1609-25,CPMS,Matthew House,1581,532.5,2016-09-26
1609-26,Network Rail,Raigmore Level Crossing,1550,2813.25,2016-09-26
1609-27,Span Access,Mogden Platform,1579,700.0,2016-09-26
1609-28,Bam Nuttall,Beechwood Bridge,1514,263.25,2016-09-28
1609-29,AMCO,Crianlarich Gabion Wall Remediation Works,1381S,3212.0,2016-09-27
1609-30,Span Access,Fawley Platform Mea Line Replacement,1587,650.0,2016-09-30
1609-31,Span Access,Fochabers Bridge Platform,1588,260.0,2016-09-30
1609-32,AMCO,FB 160/017A Arkleston Drive,1388,9383.35,2016-09-30
1609-33,AMCO,FB 090/209 Monifieth,1495,1862.0,2016-09-30
1609-34,AMCO,Auchentorlie Burn Temporary Works,1582,3282.0,2016-09-30
1609-35,AMCO,Greenock Parapet Wall,1381Q,4532.5,2016-09-30
1609-36,AMCO,St Michaels Retaining Wall,1381U,2894.5,2016-09-30
1609-37,F.A.C.E.,Rent rooms 2 & 3,1494,2137.5,2016-09-30
1610-01,F.A.C.E.,Rent room 4,1494,1125.0,2016-10-03
1610-02,AMCO,Easter Ballomill Rd,1459,1229.75,2016-10-04
1610-03,AMCO,Year 4 Culverts,1477,10972.0,2016-10-04
1610-04,AMCO,"Alyth Footbridge, Perth",1583,1250.0,2016-10-26
1610-05,AMCO,UB 090/046 Cockairnie Road ,1566,6301.75,2016-10-04
1610-06,Geo-Rope,Glen Ogle,1569,5321.75,2016-10-07
1610-07,Abellio Scotrail Ltd,Scotrail Cycle Innovation Plan,1568,15417.45,2016-10-10
1610-08,AMCO,Croy Culvert Temporary Works,1515,66.15,2016-10-10
1610-09,Bam Nuttall,Edinburgh Airport Temporary Works,1589,1055.0,2016-10-10
1610-10,Bam Nuttall,Tranche 3 Temporary Works,1539,5488.75,2016-11-01
1610-11,Arcadis,Shotts,1510,52749.9,2016-10-14
1610-12,AMCO,UB 090/158 Edengrove Road,1497,8115.05,2016-10-24
1610-13,AMCO,UB 302/342 Georgemas Bank Creep,1377C,348.75,2016-10-24
1610-14,AMCO,UB 240/159 Station Road,1498,3117.92,2016-10-24
1610-15,Legge Steel,Grangemouth RLPG Platform ,1536,2000.0,2016-10-24
1610-16,Legge Steel,Baxters Place Emergency Escape Stair,1593,1250.0,2016-10-24
1610-17,Legge Steel,Baxters Place Stair 3 & 4 Balustrade,1593,1050.0,2016-10-24
1610-18,JOS Civil Engineering,Tantallon Road - Heading design,1591,950.0,2016-10-26
1610-19,AMCO,Year 4 Culverts,1477,20027.75,2016-10-26
1610-20,CPMS,CREDIT NOTE Hillington West Station,1413,-2678.07,2016-11-01
1611-01,AMCO,FB 090/209 Monifieth,1495,802.0,2016-11-01
1611-02,Lanarkshire Welding Company,LWC Bridge Deck Lifting Check,1604,500.0,2016-11-01
1611-03,AMCO,UB 030/064 Mein Water Viaduct,1381J,3550.5,2016-11-01
1611-04,AMCO,"Glasgow Road, Carmuirs",1517,5592.25,2016-11-01
1611-05,AMCO,Courthill Den Anchor Design,1478,1241.0,2016-11-01
1611-06,AMCO,Bellshill Bypass,1381R,1486.25,2016-11-01
1611-07,Costain,Costain Temporary Works,1443,2129.0,2016-11-01
1611-08,AMCO,White Cart Viaduct Temporary Works additional works,1554,1785.5,2016-11-02
1611-09,AMCO,M8 Gantries Temporary Works,1592,3075.0,2016-11-02
1611-10,AMCO,White Cart Viaduct,1519,6969.5,2016-11-02
1611-11,JOS Civil Engineering,Dalmuir Timber Hoarding,1603,750.0,2016-11-07
1611-12,McGrattan Piling,Govan Walkway,1595,600.0,2006-11-08
1611-13,Geo-Rope,Nevis Hydro Scheme,1598,3292.0,2016-11-10
1611-14,AMCO,Gateside Viaduct Access Platform,1590,2463.0,2016-11-10
1611-15,Arcadis,Shotts,1510,5861.1,2016-11-14
1611-16,AMCO,UB 161/003 Gorgie Road,1496,10752.87,2016-11-16
1611-17,Span Access,BP Mungo Platform,1474,325.0,2016-11-16
1611-18,AMCO,Skipperton Farm,1381E,5175.25,2016-11-17
1611-19,George Leslie,Glasgow Harbour Terrace,1602,882.0,2016-11-22
1611-20,CPMS,Paisley Gilmour Street Station,1619,331.0,2016-11-22
1611-21,AMCO,Craighouse Gardens,1381G,3063.8,2016-11-22
1611-22,Span Access,Span - Crane Beam Enclosure,1620,275.0,2016-11-24
1611-23,Taziker Industrial,FB 030/295 Crawford FB,1487,1344.8,2016-11-24
1611-24,Taziker Industrial,UB 207/039 Ayr Mauchline,1480,2532.38,2016-11-24
1611-25,Taziker Industrial,UB 161/137 A758 Ayr Road,1481,928.13,2016-11-24
1611-26,Taziker Industrial,UB 090/243 Letham Mill,1483,634.05,2016-11-24
1611-27,Bam Nuttall,Edinburgh Airport Temporary Works,1625,344.25,2016-11-28
1611-28,PBH OLE,SDA Electrification Project,1553,54228.88,2016-12-03
1612-01,Arcadis,Cardiff Station,1627,3100.0,2016-12-05
1612-02,AMCO,UB 090/046 Cockairnie Road,1566,5070.0,2016-12-06
1612-03,CPMS,Foulis Drainage,1559,203.0,2016-12-06
1612-04,CPMS,Forsinard Drainage,1560,1443.0,2016-12-06
1612-05,CPMS,Fordell Drainage,1576,730.5,2016-12-06
1612-06,CPMS,Fort William Drainage,1578,750.5,2016-12-06
1612-07,CPMS,Galashiels Caravan Park,1585,750.5,2016-12-06
1612-08,Bam Nuttall,Melgarve Substation,1624,7260.0,2016-12-21
1612-09,Morgan Sindall,Millerhill Depot Soil Nailing,1609,6338.75,2016-12-12
1612-10,Bam Nuttall,Tranche 3 Temporary Works,1539,7089.5,2016-12-09
1612-11,AMCO,Old Castle Road,1606,1050.0,2016-12-09
1612-12,Story Contracting,Hamilton Central Station AFA,1618,1246.5,2016-12-09
1612-13,AMCO,Year 4 Culverts,1477,60296.13,2016-12-16
1612-14,AMCO,UB 090/158 Edengrove Road,1497,1651.92,2016-12-14
1612-15,AMCO,FB 090/209 Monifieth,1495,953.95,2016-12-14
1612-16,Legge Steel,R3 Substation,1633,1400.0,2016-12-14
1612-17,AMCO,White Cart Viaduct,1519,6989.5,2016-12-14
1612-18,Bam Nuttall,Leeds FAS Cofferdam Fall Arrest Wire,1574,350.0,2016-12-14
1612-19,AMCO,C290/131A Culvert Repairs,1605,3524.0,2016-12-14
1612-20,George Leslie,Aikenhead Road Services Crossing,1599,159.5,2016-12-15
1612-21,Legge Steel,Baxter's Place Security Fence,1593 C,750.0,2016-12-15
1612-22,Bam Nuttall,Knostrop Weir Piling Gate,1630,500.0,2016-12-16
1612-23,AMCO,FB 160/017A Arkleston Drive,1388,32183.63,2016-12-16
1612-24,Arcadis,Shotts,1510,23600.0,2016-12-16
1612-25,AMCO,Barrhead Culvert,1608,3890.75,2016-12-16
1612-26,George Leslie,South Street CSO,1621,1284.0,2016-12-19
1612-27,AMCO,FB 176/007 Woodlea Lane,1347C,1050.0,2016-12-19
1612-28,AMCO,Airbles Retaining Wall,1537,2783.93,2016-12-20
1612-29,AMCO,FB 090/209 Monifieth,1495,750.0,2016-12-21
1612-30,George Leslie,Ibrox CSO,1584,844.75,2016-12-21
1612-31,F.A.C.E.,"Rent rooms 2, 3 & 4",1494,3262.5,2016-12-21
1701-01,CPMS,FB 134/007 Invergowrie,1614,1513.0,2017-01-09
1701-02,CPMS,FB 290/152D Dalwhinnie,1613,1513.0,2017-01-09
1701-03,CPMS,FB 302/222B Brora,1612,1783.0,2017-01-09
1701-04,CPMS,FB 290/190A Kingussie,1564,1783.0,2017-01-09
1701-05,CPMS,FB 223/032B Busby,1562,1703.0,2017-01-09
1701-06,Story Contracting,SDA RRAP ACCESS,1594,2176.0,2017-01-10
1701-07,Bam Nuttall,Melgarve Substation,1624,3850.0,2017-01-13
1701-08,not used,,,,
1701-09,AMCO,AMCO Minor Works,1537,927.5,2017-01-18
1701-10,AMCO,UB 161/329 Lairthat,1448,489.75,2017-01-18
1701-11,CPMS,Cardross Drainage,1558,1977.0,2017-01-18
1701-12,CPMS,Halbeath Level Crossing,1632,1498.0,2017-01-18
1701-13,CPMS,Fordell Drainage,1576,1502.0,2017-01-18
1701-14,Arcadis,Cardiff Station Canopy Temp Works,1627,1100.0,2017-01-18
1701-15,AMCO,Bell Street,1650,340.0,2017-01-18
1701-16,AMCO,Gleneagles Ballast Retention Remediation,1337,1744.0,2017-01-18
1701-17,George Leslie,Crawhill Joint Remedials,1631,948.25,2017-01-20
1701-18,AMCO,Year 4 Culverts,1477,15466.54,2017-01-20
1701-19,Covanburn Contracts,Lambhill Cemetery,1451,1847.25,2017-01-20
1701-20,AMCO,C161/039C S&T Cable Support,1643,974.0,2017-01-24
1701-21,AMCO,"CP5 WHL Culverts, Year 3",1357,4693.67,2017-01-24
1701-22,CPMS,FB 257/015A Duke Street,1563,1513.0,2017-01-27
1701-23,CPMS,FB 232/027B Shawlands,1565,1513.0,2017-01-27
1701-24,Lanarkshire Welding Company,LWC Bridge Deck,1652,500.0,2017-01-31
1701-25,Span Access,Crieff Road Temporary Bridge,1628,215.0,2017-01-31
1702-01,Abellio Scotrail Ltd,Scotrail Cycle Innovation Plan,1568,2293.05,2017-02-03
1702-02,Albion Drilling,PS01 AWPR Sheet Pile Retaining Wall,1611,9279.75,2017-02-03
1702-03,Amco,Ligg Viaduct,1664,598.0,2017-02-03
1702-04,CPMS,Cardross Drainage,1558,2359.0,2017-02-07
1702-05,CPMS,Fordell Drainage,1576,1331.0,2017-02-07
1702-06,Bam Nuttall,LEB Temporary Track Monitoring Platforms,1635,2556.5,2017-03-21
1702-07,AMCO,Taynuilt Rock Slope,1654,1174.5,2017-02-07
1702-08,AMCO,Hopper Ballast Retention,1600,3038.5,2017-02-07
1702-09,Scaftec,Forth Rail bridge Viewing Platform,1663,875.0,2017-02-08
1702-10,Bam Nuttall,Edinburgh Airport Temporary Works,1625,390.5,2017-02-09
1702-11,Span Access,Span Davit Arm,1676,776.5,2017-02-13
1702-12,Bam Nuttall,Melgarve Substation,1624,752.0,2017-02-14
1702-13,AMCO,St Michaels Retaining Wall,1381U,1831.5,2017-02-17
1702-14,Coiltie Hydro Ltd,Coiltie Hydro Scheme,1482,849.17,2017-02-20
1702-15,AMCO,CP5 Sanquhar,1377A,8811.4,2017-02-22
1702-16,Carillion,Glasgow Central - Union Street Entrance,1616,3914.25,2017-02-24
1702-17,CPMS,FB 290/152D Dalwhinnie,1613,1984.13,2017-02-24
1702-18,CPMS,FB 302/222B Brora,1612,1984.13,2017-02-24
1702-19,CPMS,FB 232/027B Shawlands,1565,1984.13,2017-02-24
1702-20,CPMS,FB 290/190A Kingussie,1564,1984.13,2017-02-24
1702-21,CPMS,FB 257/015A Duke Street,1563,1984.13,2017-02-24
1702-22,CPMS,FB 223/032B Busby,1562,2207.63,2017-02-24
1702-23,CPMS,FB 134/007 Invergowrie,1614,1984.13,2017-02-24
1702-24,PBH OLE,SDA Electrification Project,1553,38236.61,2017-02-24
1702-25,PBH OLE,SDA Electrification Project,1553,42189.54,2017-02-24
1702-26,PBH OLE,SDA Electrification Project,1553,35328.21,2017-02-24
1702-27,AMCO,C310/177 Temporary Works,1660,1850.5,2017-02-24
1702-28,AMCO,C310/144A Temporary Works,1659,1850.5,2017-02-24
1702-29,AMCO,C310/143 Temporary Works,1658,2365.5,2017-02-24
1702-30,AMCO,C310/141 Gleann Culunach ,1657,2365.5,2017-02-24
1702-31,AMCO,Allt A Bhalaich,1653,2219.5,2017-02-24
1702-32,Bam Nuttall,Tranche 3 Temporary Works,1539,4650.0,2017-02-27
1702-33,Geo-Structural,Slochd Viaduct,1647,1775.5,2017-03-03
1703-01,AMCO,Doon Viaduct,1678,3000.0,2017-03-03
1703-02,AMCO,FB 090/209 Monifieth,1495,432.75,2017-03-03
1703-03,AMCO,UB 240/159 Station Road,1498,808.75,2017-03-03
1703-04,Network Rail,Cairnrobin Level Crossing,1637,900.0,2017-03-22
1703-05,Story Contracting,Scotsmill Staging Platform (Dalgety Bay),1661,3482.25,2017-03-09
1703-06,CPMS,FB 223/032B Busby,1562,10552.42,2017-03-03
1703-07,CPMS,FB 257/015A Duke Street,1563,10328.92,2017-03-03
1703-08,CPMS,FB 290/190A Kingussie,1564,10328.92,2017-03-03
1703-09,CPMS,FB 232/027B Shawlands,1565,10328.92,2017-03-03
1703-10,CPMS,FB 302/222B Brora,1612,10328.92,2017-03-03
1703-11,CPMS,FB 290/152D Dalwhinnie,1613,10328.92,2017-03-03
1703-12,CPMS,FB 134/007 Invergowrie,1614,10328.92,2017-03-03
1703-13,CPR - Complete Paving Requirements,Singer Station,1470,6701.37,2017-03-03
1703-14,Taziker Industrial,FB 030/295 Crawford FB ,1487,1644.0,2017-03-03
1703-15,Albion Drilling,River Kelvin Wall Anchors,1686,3193.5,2017-03-06
1703-16,Taziker Industrial,FB 030/295 Crawford FB,1487,7149.38,2017-03-07
1703-17,Morgan Sindall,Millerhill Depot Soil Nailing (this is the Seabraes job which we have been told to invoice under Millerhill),1609,2200.0,2017-03-08
1703-18,Morgan Sindall,EGIP PAA Bridges,1346,-2200.0,2017-03-08
1703-19,CPMS,Fort William Drainage,1578,2725.5,2017-03-15
1703-20,CPMS,Forsinard Drainage,1560,3348.13,2017-03-15
1703-21,CPMS,Mouswald Drainage,1645,2772.13,2017-03-15
1703-22,AMCO,Edengrove Road,1675,2219.5,2017-03-15
1703-23,AMCO,Bridge of Orchy Level Crossing,1638,1250.0,2017-03-15
1703-24,AMCO,Banavie Level Crossing,1639,1250.0,2017-03-15
1703-25,AMCO,Fort Matilda Temporary Works,1688,373.0,2017-03-15
1703-26,CPMS,Mouswald Drainage,1645,844.0,2017-03-15
1703-27,CPMS,Stuckenduff Culvert,1644,1151.0,2017-03-15
1703-28,Network Rail,Falkirk High Retaining Wall,1414,4998.75,2017-03-15
1703-29,Span Access,Forth Bridge Gantry,1693,577.5,2017-03-16
1703-30,AMCO,UB 310/050 Ardmay Crash Desk,1379,802.5,2017-03-21
1703-31,AMCO,Ardmay Saw Cuts,1378,577.5,2017-03-21
1703-32,AMCO,UB 162/264 Cample Viaduct,1513,2700.25,2017-03-21
1703-33,Concrete Canvas,Lunchtime talk buffet costs,103,50.0,2017-03-20
1703-34,Story Contracting,Scotsmill Staging Platform (Dalgety Bay),1661,400.0,2017-03-21
1703-35,George Leslie,Aikenhead Road Cofferdam Check,1681,1697.0,2017-03-21
1703-36,F.A.C.E.,Rent for period 1st April to 30th June 2017,1494,2137.5,2017-03-21
1703-37,F.A.C.E.,Credit note for early termination lease room 4,1494,-750.0,2017-03-21
1703-38,AMCO,UB 161/003 Gorgie Road,1496,1699.75,2017-03-22
1703-39,QTS Group,Design 2017/18 EGM 1/YD006 Cadder West,1665,7622.5,2017-03-22
1703-40,QTS Group,Design 2017/18 EGM 1/YD031 Castlecary,1666,9769.0,2017-03-22
1703-41,Morgan Sindall,Eastfield Depot Headshunt Buffer Extension,1684,5129.62,2017-03-28
1703-42,AMCO,Neilston Footbridge Temporary Works,1697,1200.0,2017-03-29
1703-43,PBH OLE,SDA Electrification Project,1553,33848.64,2017-03-31
1703-44,QTS Group,Design 2017/18 SCM3/YU194 Forest Road,1668,7513.0,2017-03-31
1703-45,QTS Group,Design 2017/18 EGM1/YU049 Falkirk High,1667,8092.5,2017-03-31
1704-01,AMCO,"Glasgow Road, Carmuirs Temporary Works",1517,202.0,2017-04-03
1704-02,Taziker Industrial,UB 236/136 Gavington Street,1484,544.07,2017-04-03
1704-03,Taziker Industrial,UB 162/051 River Ayr Viaduct,1485,1909.64,2017-04-03
1704-04,Taziker Industrial,UB 285/145 Muireston Road,1486,474.22,2017-04-03
1704-05,Taziker Industrial,UB 207/039 Ayr Mauchline,1480,441.59,2017-04-03
1704-06,Taziker Industrial,UB 161/137 A758 Ayr Road,1481,618.75,2017-04-03
1704-07,Taziker Industrial,FB 030/295 Crawford FB,1487,457.37,2017-04-03
1704-08,Morgan Sindall,Millerhill Depot Temporary Works,1607,2350.0,2017-04-03
1704-09,Taziker Industrial,UB 090/243 Letham Mill,1483,23068.0,2017-04-03
1704-10,Scaftec,Forth Rail bridge Viewing Platform,1663,875.0,2017-04-04
1704-11,Coiltie Hydro Ltd,Coiltie Hydro Scheme,1482,400.0,2017-04-06
1704-12,CPMS,Ayr Depot Storage Tank,1671,150.0,2017-04-06
1704-13,AMCO,White Cart Viaduct,1519,2271.5,2017-04-06
1704-14,CPMS,Wallyford Platform,1623,7738.5,2017-04-07
1704-15,CPR - Complete Paving Requirements,Singer Station,1470,1831.0,2017-04-07
1704-16,CPMS,Busby Station Access Stairs,1622,1676.6,2017-04-07
1704-17,Lanarkshire Welding Company,LWC Crane Gantry,1713,450.0,2017-04-07
1704-18,AMCO,FB 083/004A Possilpark Emergency Works,1716,1413.75,2017-04-07
1704-19,Joseph Gallagher,Shieldhall Tunnel Queens Park CAT II Check,1707,1900.0,2017-04-07
1704-20,Gilkes Energy (Whinlatter Energy Ltd),Uisge Dubh Hydro Scheme,1673,2741.0,2017-04-11
1704-21,Taziker Industrial,Tay Bridge Access Hatches,1709,7817.0,2017-04-13
1704-22,Span Access,Waverley North Bridge Remedial Works,1698,640.0,2017-04-12
1704-23,Coiltie Hydro Ltd,Coiltie Hydro Scheme,1482,400.0,2017-04-13
1704-24,AMCO,Gleneagles Ballast Retention Remediation,1337,3512.5,2017-04-13
1704-25,AMCO,UB 293/137 & UB 293/139 River Bogie,1710,2289.0,2017-04-13
1704-26,Apollo Cradles,Humber Bridge Platform Check,1708,1435.0,2017-04-13
1704-27,AMCO,"Forest Road, Cumbernauld Slope Remediation",1682,1781.5,2017-04-14
1704-28,not used,not used,,,
1704-29,AMCO,T313-107 Polnish Tunnel,1492C,1064.25,2017-04-17
1704-30,AMCO,T313-117 Loch Nan Uamh Tunnel,1492D,3365.0,2017-04-17
1704-31,AMCO,T313-119 Beasdale Tunnel,1492F,1064.25,2017-04-17
1704-32,Able UK,Killingholme Culverts ,1649,8220.0,2017-04-17
1704-33,Carillion,Glasgow Central - Union Street Entrance,1616,2986.25,2017-04-18
1704-34,BAM Nuttall,Elgin Station,1721,817.0,2017-04-19
1704-35,AMCO,UB 310/162 Bridge of Orchy,1377D,930.0,2017-04-18
1704-36,AMCO,UB 090/158 Edengrove Road,1497,808.75,2017-04-18
1704-37,AMCO,UB 162/264 Cample Viaduct - credit note,1513,-2700.25,2017-04-19
1704-38,CPMS,Lochgelly Drainage,1651,759.0,2017-04-20
1704-39,Span Access,Mungo Access Platform,1722,920.0,2017-04-20
1704-40,Neil McGougan Ltd,"Albany Street, Oban",1725,962.0,2017-04-26
1704-41,Bam Nuttall,Forres Station,1720,755.0,2017-04-26
1704-42,CPMS,Mouswald Drainage,1695,3039.0,2017-04-26
1704-43,Taziker Industrial,Tay Bridge Condition Led Repairs,1714,10599.0,2017-04-26
1704-44,Bam Nuttall,Leeds FAS - Knostrop Weir Temporary Deck Design,1683,7510.0,2017-04-26
1704-45,AMCO,IB 070/132 Queen Street Station,1718,2120.0,2017-04-26
1704-46,Taziker Industrial,FB 030/295 Crawford FB,1487,1381.12,2017-04-26
